# ActiveInference.jl Trace Data Export
# Generated: 2025-07-07T12:41:04.966
# Script Version: 1.0.0
# Data columns: observations
# Data begins below:
observations
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,2
16,2
17,2
18,2
19,1
20,2
