N \ T,10,50,100
2,4.4357,7.7896,12.1566
4,3.9422,7.6507,9.6740
8,5.2445,8.3894,10.0066
16,6.4188,12.4603,19.9001
32,6.9976,15.3371,24.4933
64,7.5452,13.1371,17.7753
128,16.1342,19.3059,17.8692
