N \ T,10,50,100
2,0.8000,0.9600,0.9600
4,0.8000,0.9200,0.9100
8,0.8000,0.9200,0.9100
16,0.7000,0.9000,0.8900
32,0.7000,0.9000,0.8900
64,0.7000,0.9000,0.8900
128,0.7000,0.9000,0.8900
