1,1,-0.02985317421830281,0.021881835067094825
1,2,-0.03389539607356986,0.002574856576501399
1,3,-0.03771223814147858,-0.01646227548930534
1,4,-0.04094145439816346,-0.034718586017570476
1,5,-0.0433107791677231,-0.05167711224872482
1,6,-0.04468853452962702,-0.06691830894602528
1,7,-0.04503296953007976,-0.08010918473131902
1,8,-0.044329026180908275,-0.09094099959352821
1,9,-0.042540647881059226,-0.09904275936213902
1,10,-0.03957846301698897,-0.10386915699178699
1,11,-0.03528439294291392,-0.10454708942258918
1,12,-0.02946541411891751,-0.0996765816547628
1,13,-0.023413834004264375,-0.09346978279742792
1,14,-0.01676372255277692,-0.08681262398973262
1,15,-0.009349086728858992,-0.07962801096891925
1,16,-0.0009315288693644954,-0.07182457297797874
1,17,0.007062465170450709,-0.05957886467604202
1,18,0.011252659924987557,-0.03936013177948209
1,19,0.01782131441853068,-0.018380891075912224
1,20,0.02778997653982356,0.0025983496277211977
1,21,0.04231207995494827,0.023577590331354783
1,22,0.06304833190130978,0.043940529301212686
1,23,0.08523068455156148,0.06441416908982359
1,24,0.09164947238333554,0.08347576538984074
1,25,0.08739034013812555,0.09561445439014017
1,26,0.07880254660639001,0.10151457481210138
1,27,0.06857650649386635,0.10301222863782952
1,28,0.057714561399891846,0.10134314357215521
1,29,0.046630057767427346,0.09723758087432875
1,30,0.0355209274061037,0.09113412633756833
1,31,0.024498691474418174,0.08331222831459964
1,32,0.013790946060616684,0.07459864656318252
1,33,0.003402602880171535,0.06510721196409745
1,34,-0.006677671254770852,0.05489697635659875
1,35,-0.01646848203274642,0.044042558800901375
1,36,-0.026001098668610823,0.032640631550871664
1,37,-0.03532310077088633,0.02081204658144771
1,38,-0.044504116865522386,0.008697242059676888
1,39,-0.053641719856759265,-0.0035587955169388845
1,40,-0.06277845434053822,-0.01585355149917058
2,1,-0.023705168098149074,-0.0852448908539392
2,2,-0.009598422325789209,-0.07573241142053108
2,3,0.0043234379048105705,-0.06638318985435558
2,4,0.017772154027924147,-0.05748825868169499
2,5,0.030558630262114257,-0.049321037212974685
2,6,0.04263750693001334,-0.04210112620414249
2,7,0.054062540652665726,-0.036031214043356984
2,8,0.0649310836770428,-0.03135885253382706
2,9,0.07532544081352156,-0.02846065355841076
2,10,0.08523330958251421,-0.027959316200242296
2,11,0.09445767221306015,-0.030875565482569162
2,12,0.1026104183847716,-0.03879786966416948
2,13,0.10913135055771035,-0.04436278709572405
2,14,0.10747117370095512,-0.042917640892795525
2,15,0.09316780649419991,-0.03776421282642904
2,16,0.06569582608337793,-0.034705758183263914
2,17,0.03649684193720162,-0.03781140483798963
2,18,0.012475959126272994,-0.048179824399599495
2,19,-0.010685603347928237,-0.05291980254427214
2,20,-0.030079472325998693,-0.04823386611995847
2,21,-0.03783432965613171,-0.031127455124875653
2,22,-0.026657441875412826,-0.0062989348348310385
2,23,-0.017123148786260572,0.017740921780988024
2,24,-0.013867556286930056,0.038828647081174894
2,25,-0.016055283050326195,0.0539441594904693
2,26,-0.020528125587798676,0.06339469905563723
2,27,-0.02548055672564503,0.06886510449588534
2,28,-0.030433027924210578,0.07170769414539802
2,29,-0.03538545025400816,0.0727462547489965
2,30,-0.040337852478636235,0.07235774496801717
2,31,-0.04529024774013643,0.07074066770565482
2,32,-0.050216028093372285,0.06802680405438967
2,33,-0.05504163623322638,0.06433829710121881
2,34,-0.05972204195306398,0.059787541383843235
2,35,-0.0642364823612741,0.05449478380943268
2,36,-0.06858706709740582,0.04859555359835155
2,37,-0.07279678255081742,0.04224065001789555
2,38,-0.07689788847256317,0.035586250308599146
2,39,-0.08090717928656971,0.028771569658024004
2,40,-0.08487619847090877,0.021907053992878362
3,1,0.22210257708786327,0.11203829913461846
3,2,0.1971363133158913,0.10935637965125224
3,3,0.17217132716197972,0.1066233464409578
3,4,0.14721993914044157,0.10370659887793933
3,5,0.12232393374880637,0.10041536980989432
3,6,0.09757180721261716,0.09654747694056487
3,7,0.0731011467164406,0.0919472728562564
3,8,0.04907421647835143,0.08655796285716728
3,9,0.025631031258896226,0.08043959186395958
3,10,0.0028450616344658686,0.07374029007030455
3,11,-0.019294186309760646,0.06664133274566983
3,12,-0.04086767855937436,0.05930680816918962
3,13,-0.06050005124557785,0.04845655851799017
3,14,-0.07183002026697242,0.030594803587633373
3,15,-0.07058771106939749,0.009022587768745986
3,16,-0.05645799854514382,-0.010459931800144475
3,17,-0.03959939874315742,-0.027538634921375864
3,18,-0.024493941032687597,-0.04461726840990914
3,19,-0.012609042006716606,-0.061695577836813016
3,20,-0.006082970341630656,-0.07771110448443819
3,21,-0.005292035660471556,-0.08993733564061451
3,22,-0.007925088163909676,-0.09723860094013453
