lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,A_est.1.1,A_est.2.1,A_est.1.2,A_est.2.2,filtered_state.1.1,filtered_state.2.1,filtered_state.3.1,filtered_state.4.1,filtered_state.5.1,filtered_state.6.1,filtered_state.7.1,filtered_state.8.1,filtered_state.9.1,filtered_state.10.1,filtered_state.1.2,filtered_state.2.2,filtered_state.3.2,filtered_state.4.2,filtered_state.5.2,filtered_state.6.2,filtered_state.7.2,filtered_state.8.2,filtered_state.9.2,filtered_state.10.2,log_marginal
# Adaptation terminated
# Step size = 0.887452
# Diagonal elements of inverse mass matrix:
# 0.108906, 0.12301
-28.021645,0.95716833,0.88745175,1,1,0,28.026062,0.89723403,0.14775803,0.10276597,0.85224197,0.10760745,0.059235098,0.054564457,0.054125215,0.74222049,0.15149796,0.063674402,0.74554543,0.90040987,0.18978754,0.89239255,0.9407649,0.94543554,0.94587479,0.25777951,0.84850204,0.9363256,0.25445457,0.099590127,0.81021246,-7.1190346
-26.700731,1,0.88745175,2,3,0,27.999482,0.78201989,0.17817162,0.21798011,0.82182838,0.20963486,0.1418085,0.12822533,0.12559284,0.70289793,0.26902124,0.15433622,0.71326388,0.8610125,0.32462601,0.79036514,0.8581915,0.87177467,0.87440716,0.29710207,0.73097876,0.84566378,0.28673612,0.1389875,0.67537399,-6.8187769
-26.596937,0.99862103,0.88745175,2,3,0,26.747653,0.74552758,0.15772294,0.25447242,0.84227706,0.2320242,0.16349725,0.14818302,0.14486754,0.72491341,0.30299118,0.18023144,0.7369163,0.87401753,0.35902365,0.7679758,0.83650275,0.85181698,0.85513246,0.27508659,0.69700882,0.81976856,0.2630837,0.12598247,0.64097635,-6.6715623
-26.596937,0.85665396,0.88745175,1,3,0,27.675324,0.74552758,0.15772294,0.25447242,0.84227706,0.2320242,0.16349725,0.14818302,0.14486754,0.72491341,0.30299118,0.18023144,0.7369163,0.87401753,0.35902365,0.7679758,0.83650275,0.85181698,0.85513246,0.27508659,0.69700882,0.81976856,0.2630837,0.12598247,0.64097635,-6.6715623
-26.728374,0.80097256,0.88745175,2,3,0,28.864296,0.81475902,0.15712544,0.18524098,0.84287456,0.18017526,0.11521886,0.10419652,0.10238663,0.7284564,0.24131623,0.12618497,0.73670093,0.88382855,0.29306131,0.81982474,0.88478114,0.89580348,0.89761337,0.2715436,0.75868377,0.87381503,0.26329907,0.11617145,0.70693869,-6.8737736
-26.798726,0.92728246,0.88745175,1,3,0,27.631366,0.69673832,0.13968469,0.30326168,0.86031531,0.2606288,0.19302325,0.17593813,0.17174501,0.74444775,0.34378251,0.21518254,0.75826168,0.88352841,0.39923956,0.7393712,0.80697675,0.82406187,0.82825499,0.25555225,0.65621749,0.78481746,0.24173832,0.11647159,0.60076044,-6.5179304
-26.70607,0.99406303,0.88745175,2,7,0,26.893122,0.81691064,0.14232905,0.18308936,0.85767095,0.17591886,0.11156179,0.10092415,0.0992225,0.74700603,0.24162913,0.12306908,0.75490612,0.89669563,0.29176308,0.82408114,0.88843821,0.89907585,0.9007775,0.25299397,0.75837087,0.87693092,0.24509388,0.10330437,0.70823692,-6.8511866
-28.096101,0.87377229,0.88745175,3,7,0,28.47233,0.62521452,0.077867194,0.37478548,0.92213281,0.28898157,0.22422227,0.20604119,0.2010669,0.83136788,0.41164343,0.26077544,0.84495295,0.93399266,0.45615393,0.71101843,0.77577773,0.79395881,0.7989331,0.16863212,0.58835657,0.73922456,0.15504705,0.066007338,0.54384607,-6.3363309
-27.791185,1,0.88745175,2,3,0,28.190059,0.66129987,0.071741768,0.33870013,0.92825823,0.26733328,0.20023082,0.18282092,0.17843098,0.84485444,0.39132338,0.23459984,0.85691928,0.94313511,0.43364033,0.73266672,0.79976918,0.81717908,0.82156902,0.15514556,0.60867662,0.76540016,0.14308072,0.05686489,0.56635967,-6.3966752
-27.897275,0.94502303,0.88745175,3,7,0,28.951045,0.89280316,0.1238005,0.10719684,0.8761995,0.10900675,0.06018798,0.055407781,0.054951996,0.77399548,0.16039346,0.065479776,0.77734059,0.91885898,0.19720888,0.89099325,0.93981202,0.94459222,0.945048,0.22600452,0.83960654,0.93452022,0.22265941,0.081141016,0.80279112,-7.0549725
-27.251198,0.9946956,0.88745175,2,3,0,28.163664,0.85971716,0.16241198,0.14028284,0.83758802,0.14345743,0.085207589,0.077512037,0.076526175,0.72333038,0.19377574,0.092205778,0.72893945,0.8846224,0.24033121,0.85654257,0.91479241,0.92248796,0.92347383,0.27666962,0.80622426,0.90779422,0.27106055,0.1153776,0.75966879,-7.0288055
-27.199083,1,0.88745175,1,1,0,27.317182,0.85522454,0.16583019,0.14477546,0.83416981,0.14788923,0.088645755,0.080553305,0.079481823,0.71916264,0.19830344,0.095895785,0.72507585,0.88126775,0.24579336,0.85211077,0.91135425,0.9194467,0.92051818,0.28083736,0.80169656,0.90410421,0.27492415,0.11873225,0.75420664,-7.0221926
-27.333462,0.96075993,0.88745175,3,7,0,28.015878,0.74840738,0.066802411,0.25159262,0.93319759,0.21235204,0.14437295,0.13056725,0.12785368,0.85841444,0.32721617,0.16951885,0.86698667,0.95352219,0.3657364,0.78764796,0.85562705,0.86943275,0.87214632,0.14158556,0.67278383,0.83048115,0.13301333,0.046477814,0.6342636,-6.5789199
-28.733128,0.80471605,0.88745175,3,7,0,30.803282,0.90212562,0.073247006,0.097874375,0.92675299,0.095521922,0.05120823,0.047446027,0.047134305,0.85218873,0.1585794,0.056866449,0.85442512,0.95664338,0.18512683,0.90447808,0.94879177,0.95255397,0.9528657,0.14781127,0.8414206,0.94313355,0.14557488,0.043356616,0.81487317,-7.0115428
-28.741534,0.99632961,0.88745175,2,7,0,29.231402,0.88354091,0.055860009,0.11645909,0.94413999,0.10980501,0.060733765,0.055890687,0.055425296,0.88259866,0.18842024,0.069010472,0.88514163,0.96764222,0.21310015,0.89019499,0.93926624,0.94410931,0.9445747,0.11740134,0.81157976,0.93098953,0.11485837,0.032357784,0.78689985,-6.9404043
-28.478867,0.99293034,0.88745175,3,7,0,29.750908,0.81390671,0.29497803,0.18609329,0.70502197,0.20883189,0.14105427,0.12753742,0.12492876,0.59767343,0.23588315,0.14666131,0.60677585,0.76606139,0.28911763,0.79116811,0.85894573,0.87246258,0.87507124,0.40232657,0.76411685,0.85333869,0.39322415,0.23393861,0.71088237,-7.3034058
-28.643195,1,0.88745175,3,7,0,28.682811,0.71430094,0.039223903,0.28569906,0.9607761,0.22920558,0.16069731,0.1455868,0.14235863,0.9099777,0.37012716,0.1944498,0.91705852,0.97329589,0.39750595,0.77079442,0.83930269,0.8544132,0.85764137,0.090022296,0.62987284,0.8055502,0.082941482,0.026704111,0.60249405,-6.49938
-28.042309,0.97419234,0.88745175,2,7,0,29.358756,0.65400915,0.065392528,0.34599085,0.93460747,0.27017906,0.2033224,0.18578633,0.18131469,0.85585946,0.39935271,0.23955891,0.86758995,0.94827725,0.4395207,0.72982094,0.7966776,0.81421367,0.81868531,0.14414054,0.60064729,0.76044109,0.13241005,0.051722754,0.5604793,-6.3834604
-28.887644,0.98251246,0.88745175,2,3,0,29.584175,0.75871176,0.033326728,0.24128824,0.96667327,0.19974829,0.13263672,0.11988632,0.11754248,0.92365562,0.33578955,0.16082097,0.92881555,0.97896603,0.35885853,0.80025171,0.86736328,0.88011368,0.88245752,0.076344381,0.66421045,0.83917903,0.071184451,0.021033969,0.64114147,-6.5977817
-28.446427,0.93547916,0.88745175,2,3,0,29.902429,0.63854946,0.058636179,0.36145054,0.94136382,0.27743825,0.2112946,0.19346975,0.18879568,0.86752292,0.41307058,0.25039318,0.87900458,0.95319971,0.45077383,0.72256175,0.7887054,0.80653025,0.81120432,0.13247708,0.58692942,0.74960682,0.12099542,0.046800295,0.54922617,-6.358725
-27.535119,0.99146586,0.88745175,3,7,0,28.690107,0.78252823,0.059731319,0.21747177,0.94026868,0.18784155,0.12192356,0.11021475,0.10820245,0.8725801,0.29957773,0.14337171,0.87929631,0.960807,0.33394697,0.81215845,0.87807644,0.88978525,0.89179755,0.1274199,0.70042227,0.85662829,0.12070369,0.039193004,0.66605303,-6.660215
-29.589479,0.85343593,0.88745175,1,3,0,30.634911,0.73621212,0.026158745,0.26378788,0.97384126,0.21313968,0.14511984,0.13125019,0.128513,0.93845502,0.36043569,0.17794382,0.94322272,0.98335198,0.37981856,0.78686032,0.85488016,0.86874981,0.871487,0.061544985,0.63956431,0.82205618,0.056777277,0.016648017,0.62018144,-6.5486343
-28.150422,0.94732125,0.88745175,2,3,0,30.849219,0.76543207,0.044837309,0.23456793,0.95516269,0.19716054,0.1302774,0.11775023,0.11548007,0.90039129,0.32297251,0.15586829,0.90654912,0.97103826,0.35173641,0.80283946,0.8697226,0.88224977,0.88451993,0.099608712,0.67702749,0.84413171,0.093450876,0.028961744,0.64826359,-6.6137537
-27.745909,0.99284125,0.88745175,2,3,0,28.493303,0.70294567,0.060363886,0.29705433,0.93963611,0.24020104,0.17173203,0.15585392,0.1522847,0.86801134,0.36707082,0.20341728,0.87773331,0.9560071,0.40450202,0.75979896,0.82826797,0.84414608,0.8477153,0.13198866,0.63292918,0.79658272,0.12226669,0.043992899,0.59549798,-6.4758872
-27.021235,1,0.88745175,2,3,0,28.181363,0.82200104,0.090772441,0.17799896,0.90922756,0.16371838,0.10133821,0.091810416,0.090401329,0.82097018,0.24870894,0.11522618,0.82737225,0.93932762,0.28975056,0.83628162,0.89866179,0.90818958,0.90959867,0.17902982,0.75129106,0.88477382,0.17262775,0.060672384,0.71024944,-6.790324
-27.376701,0.98659215,0.88745175,2,3,0,27.539432,0.80417881,0.067258118,0.19582119,0.93274188,0.17351373,0.10951598,0.099096523,0.09745466,0.85977823,0.27517051,0.12734837,0.86603783,0.95625312,0.31095977,0.82648627,0.89048402,0.90090348,0.90254534,0.14022177,0.72482949,0.87265163,0.13396217,0.043746882,0.68904023,-6.7209751
-28.239585,0.96126956,0.88745175,2,3,0,28.428924,0.70422158,0.047787256,0.29577842,0.95221274,0.23700362,0.16849216,0.15282957,0.14935956,0.89224281,0.37292688,0.20210339,0.90063995,0.96626066,0.4048369,0.76299638,0.83150784,0.84717043,0.85064044,0.10775719,0.62707312,0.79789661,0.099360053,0.033739337,0.5951631,-6.4779452
-27.954251,0.93331991,0.88745175,3,7,0,29.456153,0.89464795,0.12168134,0.10535205,0.87831866,0.10710093,0.058891378,0.054260183,0.053826836,0.77700173,0.15842115,0.06407533,0.78023015,0.92064472,0.19460114,0.89289907,0.94110862,0.94573982,0.94617316,0.22299827,0.84157885,0.93592467,0.21976985,0.079355276,0.80539886,-7.0570329
-27.65358,0.99232227,0.88745175,3,7,0,28.084867,0.61907119,0.15891757,0.38092881,0.84108243,0.31172283,0.25055955,0.23207887,0.22661884,0.71407194,0.39027574,0.27526157,0.73033084,0.8497475,0.44592448,0.68827717,0.74944045,0.76792113,0.77338116,0.28592806,0.60972426,0.72473843,0.26966916,0.1502525,0.55407552,-6.3688581
-27.061163,0.59287551,0.88745175,2,5,0,30.775965,0.84847931,0.11727591,0.15152069,0.88272409,0.14650371,0.087565457,0.079597422,0.078553133,0.78196465,0.21361809,0.097195558,0.78761673,0.92037788,0.25684046,0.85349629,0.91243454,0.92040258,0.92144687,0.21803535,0.78638191,0.90280444,0.21238327,0.079622115,0.74315954,-6.9039881
-27.311376,0.9733122,0.88745175,2,3,0,27.662146,0.8296361,0.077434468,0.1703639,0.92256553,0.15587823,0.094971034,0.086156565,0.08492082,0.84307185,0.24492492,0.1087908,0.84862947,0.95000483,0.28182216,0.84412177,0.90502897,0.91384344,0.91507918,0.15692815,0.75507508,0.8912092,0.15137053,0.049995168,0.71817784,-6.7991112
-27.867004,0.8842252,0.88745175,3,7,0,29.554832,0.60664533,0.11875747,0.39335467,0.88124253,0.30861096,0.24688955,0.22841669,0.22301322,0.76498502,0.40706372,0.27776118,0.7809925,0.88975688,0.45970433,0.69138904,0.75311045,0.77158331,0.77698678,0.23501498,0.59293628,0.72223882,0.2190075,0.11024312,0.54029567,-6.316256
-27.096065,1,0.88745175,1,1,0,27.705184,0.66797571,0.11872981,0.33202429,0.88127019,0.27365515,0.20712456,0.18944419,0.18487447,0.77066896,0.36909057,0.23390662,0.78499908,0.8994888,0.42219405,0.72634485,0.79287544,0.81055581,0.81512553,0.22933104,0.63090943,0.76609338,0.21500092,0.1005112,0.57780595,-6.4315236
-28.008863,0.95682865,0.88745175,2,3,0,28.399256,0.76326924,0.28022946,0.23673076,0.71977054,0.24749653,0.17921892,0.16287465,0.15907989,0.60882295,0.28141564,0.18764651,0.62044242,0.76768935,0.33693738,0.75250347,0.82078108,0.83712535,0.84092011,0.39117705,0.71858436,0.81235349,0.37955758,0.23231065,0.66306262,-7.0573994
-26.833587,0.73735091,0.88745175,2,3,0,30.590939,0.73310459,0.095556439,0.26689541,0.90444356,0.22785497,0.15936271,0.14435142,0.14116501,0.80951091,0.3285533,0.18294549,0.82038603,0.92836749,0.37608959,0.77214503,0.84063729,0.85564858,0.85883499,0.19048909,0.6714467,0.81705451,0.17961397,0.071632508,0.62391041,-6.5598805
-26.874305,0.87604261,0.88745175,1,3,0,27.990625,0.83632129,0.13498374,0.16367871,0.86501626,0.15911297,0.097578851,0.088470414,0.087164586,0.75723867,0.22316811,0.10762474,0.76389006,0.90486841,0.27034785,0.84088703,0.90242115,0.91152959,0.91283541,0.24276133,0.77683189,0.89237526,0.23610994,0.095131585,0.72965215,-6.8969777
-27.924098,0.88138652,0.88745175,2,3,0,28.363465,0.74636591,0.050185983,0.25363409,0.94981402,0.21075615,0.14286449,0.12918912,0.12652326,0.8892515,0.33711422,0.17044438,0.89654743,0.96632115,0.36901741,0.78924385,0.85713551,0.87081088,0.87347674,0.1107485,0.66288578,0.82955562,0.10345257,0.033678851,0.63098259,-6.5694423
-27.924098,0.62679699,0.88745175,2,7,0,32.049948,0.74636591,0.050185983,0.25363409,0.94981402,0.21075615,0.14286449,0.12918912,0.12652326,0.8892515,0.33711422,0.17044438,0.89654743,0.96632115,0.36901741,0.78924385,0.85713551,0.87081088,0.87347674,0.1107485,0.66288578,0.82955562,0.10345257,0.033678851,0.63098259,-6.5694423
-27.26921,0.99986556,0.88745175,2,3,0,28.10752,0.81763426,0.074871732,0.18236574,0.92512827,0.16466521,0.10211788,0.092503814,0.091072999,0.8470166,0.25850952,0.1176141,0.8530327,0.95125928,0.29570592,0.83533479,0.89788212,0.90749619,0.908927,0.1529834,0.74149048,0.8823859,0.1469673,0.048740719,0.70429408,-6.763197
-27.229395,0.76711339,0.88745175,2,3,0,31.735285,0.65915617,0.17317889,0.34084383,0.82682111,0.29190208,0.22754095,0.20929075,0.20424552,0.70146608,0.3633201,0.24866787,0.71686213,0.84385034,0.42031986,0.70809792,0.77245905,0.79070925,0.79575448,0.29853392,0.6366799,0.75133213,0.28313787,0.15614966,0.57968014,-6.4743536
-26.645567,0.83710899,0.88745175,2,3,0,29.042826,0.80157806,0.15520781,0.19842194,0.84479219,0.19020251,0.12401886,0.11210081,0.11002435,0.73033866,0.25428372,0.13622251,0.73932294,0.88386167,0.30703071,0.80979749,0.87598114,0.88789919,0.88997565,0.26966134,0.74571628,0.86377749,0.26067706,0.11613833,0.69296929,-6.8295661
-27.873764,0.86660688,0.88745175,2,3,0,28.028196,0.70249322,0.056798576,0.29750678,0.94320142,0.23978787,0.17131195,0.15546132,0.15190491,0.87468858,0.36926969,0.2036268,0.88408841,0.95891589,0.40525104,0.76021213,0.82868805,0.84453868,0.84809509,0.12531142,0.63073031,0.7963732,0.11591159,0.041084105,0.59474896,-6.4745653
-28.095707,0.99164208,0.88745175,3,7,0,28.211163,0.67251827,0.05768055,0.32748173,0.94231945,0.2579,0.19012046,0.17317822,0.16906668,0.87143395,0.39075565,0.22580533,0.88185874,0.9563629,0.42765652,0.7421,0.80987954,0.82682178,0.83093332,0.12856605,0.60924435,0.77419467,0.11814126,0.043637098,0.57234348,-6.4164942
-27.501895,0.96741519,0.88745175,3,7,0,29.42662,0.85723133,0.19992317,0.14276867,0.80007683,0.15142319,0.09142352,0.083012552,0.081869972,0.68135206,0.19290293,0.097519275,0.68741363,0.85294823,0.24177075,0.84857681,0.90857648,0.91698745,0.91813003,0.31864794,0.80709707,0.90248073,0.31258637,0.14705177,0.75822925,-7.1198579
-26.800075,1,0.88745175,2,3,0,27.673002,0.71088693,0.17127225,0.28911307,0.82872775,0.25863527,0.19090085,0.17391952,0.16978592,0.70725397,0.32775033,0.20908694,0.72093622,0.85575967,0.38516167,0.74136473,0.80909915,0.82608048,0.83021408,0.29274603,0.67224967,0.79091306,0.27906378,0.14424033,0.61483833,-6.60131
-27.087559,0.95365142,0.88745175,2,3,0,27.412439,0.76060254,0.2200234,0.23939746,0.7799766,0.23484751,0.16632176,0.15080816,0.14740508,0.65937382,0.283992,0.17795642,0.6711145,0.81993245,0.34127713,0.76515249,0.83367824,0.84919184,0.85259492,0.34062618,0.716008,0.82204358,0.3288855,0.18006755,0.65872287,-6.8563312
-27.302479,0.97369881,0.88745175,3,7,0,27.80894,0.86672004,0.13447247,0.13327996,0.86552753,0.13343908,0.077620779,0.070808562,0.070001578,0.75880053,0.1898888,0.084893871,0.76368993,0.90818658,0.23272891,0.86656092,0.92237922,0.92919144,0.92999842,0.24119947,0.8101112,0.91510613,0.23631007,0.091813418,0.76727109,-6.9913982
-27.191695,0.98529655,0.88745175,3,7,0,27.938964,0.74612852,0.22710331,0.25387148,0.77289669,0.24725297,0.17896686,0.16263755,0.15885029,0.65236725,0.2956058,0.19103326,0.66478527,0.8107196,0.35307977,0.75274703,0.82103314,0.83736245,0.84114971,0.34763275,0.7043942,0.80896674,0.33521473,0.1892804,0.64692023,-6.8298526
-26.834266,1,0.88745175,2,3,0,27.294959,0.79418006,0.19051766,0.20581994,0.80948234,0.20271789,0.13536535,0.1223613,0.1199319,0.6898896,0.25669843,0.14632671,0.69968919,0.85193116,0.31202379,0.79728211,0.86463465,0.8776387,0.8800681,0.3101104,0.74330157,0.85367329,0.30031081,0.14806884,0.68797621,-6.885745
-26.600356,0.78088162,0.88745175,2,3,0,29.020343,0.79601046,0.12755633,0.20398954,0.87244367,0.18950506,0.1233984,0.11154204,0.10948462,0.76577774,0.26475534,0.13774328,0.77457844,0.90700968,0.31487728,0.81049494,0.8766016,0.88845796,0.89051538,0.23422226,0.73524466,0.86225672,0.22542156,0.092990318,0.68512272,-6.7641933
-27.075386,0.89904625,0.88745175,1,3,0,27.649221,0.75751079,0.076759785,0.24248921,0.92324022,0.208015,0.14028865,0.12683952,0.12425504,0.84144347,0.31509787,0.16315172,0.85027428,0.94609895,0.35656091,0.791985,0.85971135,0.87316048,0.87574496,0.15855653,0.68490213,0.83684828,0.14972572,0.053901047,0.64343909,-6.6061701
-28.259763,0.90874798,0.88745175,2,3,0,28.909634,0.73071264,0.29133307,0.26928736,0.70866693,0.27535782,0.20899726,0.19125022,0.18663321,0.60042779,0.30862081,0.21819093,0.61319865,0.75047898,0.36323675,0.72464218,0.79100274,0.80874978,0.81336679,0.39957221,0.69137919,0.78180907,0.38680135,0.24952102,0.63676325,-6.9821061
-27.630222,1,0.88745175,1,1,0,28.211077,0.73312626,0.25553549,0.26687374,0.74446451,0.26388178,0.19650696,0.17925951,0.17497019,0.62754255,0.30552834,0.20757721,0.64043515,0.78238261,0.36212631,0.73611822,0.80349304,0.82074049,0.82502981,0.37245745,0.69447166,0.79242279,0.35956485,0.21761739,0.63787369,-6.8709891
-26.733233,0.98348622,0.88745175,2,3,0,27.899864,0.70956119,0.15347067,0.29043881,0.84652933,0.25545027,0.18752981,0.17072091,0.16668322,0.72802437,0.33163859,0.2073823,0.74156219,0.87242351,0.3881157,0.74454973,0.81247019,0.82927909,0.83331678,0.27197563,0.66836141,0.7926177,0.25843781,0.12757649,0.6118843,-6.5687325
-26.931649,0.64984271,0.88745175,2,3,0,30.264488,0.77631166,0.084146609,0.22368834,0.91585339,0.19629675,0.12949369,0.11704145,0.1147957,0.82990635,0.29547134,0.14933623,0.83827878,0.94142382,0.33814952,0.80370325,0.87050631,0.88295855,0.8852043,0.17009365,0.70452866,0.85066377,0.16172122,0.058576177,0.66185048,-6.6591663
-28.542723,0.77759681,0.88745175,3,7,0,31.411726,0.67840535,0.29101299,0.32159465,0.70898701,0.31205159,0.25094847,0.23246759,0.22700179,0.5992712,0.34719856,0.26187297,0.61317116,0.7365179,0.39951151,0.68794841,0.74905153,0.76753241,0.77299821,0.4007288,0.65280144,0.73812703,0.38682884,0.2634821,0.60048849,-6.8033275
-29.156914,0.84357091,0.88745175,1,1,0,29.473513,0.68803517,0.32503166,0.31196483,0.67496834,0.31609519,0.25575048,0.23727724,0.23174379,0.57784424,0.34365165,0.2643949,0.59106928,0.71010351,0.39355597,0.68390481,0.74424952,0.76272276,0.76825621,0.42215576,0.65634835,0.7356051,0.40893072,0.28989649,0.60644403,-6.9542087
-29.97734,0.8686892,0.88745175,3,7,0,32.310169,0.49925917,0.17056025,0.50074083,0.82943975,0.37644575,0.33114826,0.31507772,0.30944298,0.68281746,0.44768193,0.35699754,0.69935466,0.8015087,0.49686221,0.62355425,0.66885174,0.68492228,0.69055702,0.31718254,0.55231807,0.64300246,0.30064534,0.1984913,0.50313779,-6.1917961
-28.471168,1,0.88745175,1,1,0,29.766615,0.57062251,0.17101928,0.42937749,0.82898072,0.3412204,0.28632758,0.2683273,0.26252794,0.69430504,0.41473343,0.31120343,0.71106213,0.82432314,0.46834118,0.6587796,0.71367242,0.7316727,0.73747206,0.30569496,0.58526657,0.68879657,0.28893787,0.17567686,0.53165882,-6.290864
-28.568435,0.99838007,0.88745175,3,7,0,29.48893,0.9015736,0.080426091,0.098426403,0.91957391,0.096686024,0.05196562,0.048119032,0.0477962,0.84010065,0.15757505,0.057495266,0.84247707,0.95162234,0.18575304,0.90331398,0.94803438,0.95188097,0.9522038,0.15989935,0.84242495,0.94250473,0.15752293,0.048377657,0.81424696,-7.0175506
-28.833537,0.99001738,0.88745175,3,7,0,28.98876,0.90380553,0.071226718,0.096194465,0.92877328,0.093851212,0.05012708,0.046484753,0.046188552,0.85569183,0.15679997,0.055668079,0.85782901,0.9581025,0.18260659,0.90614879,0.94987292,0.95351525,0.95381145,0.14430817,0.84320003,0.94433192,0.14217099,0.041897503,0.81739341,-7.014753
-28.889654,0.98710011,0.88745175,3,7,0,29.503352,0.91655551,0.093985451,0.083444489,0.90601455,0.084333445,0.04409883,0.041110408,0.040893332,0.81860425,0.13428207,0.047987741,0.82053986,0.94278669,0.16187669,0.91566656,0.95590117,0.95888959,0.95910667,0.18139575,0.86571793,0.95201226,0.17946014,0.057213314,0.83812331,-7.08243
-27.331265,0.9840529,0.88745175,3,7,0,29.421216,0.81193439,0.070623184,0.18806561,0.92937682,0.16830004,0.10513246,0.095187238,0.093671457,0.8541422,0.26597112,0.12167757,0.86022681,0.95414034,0.30230825,0.83169996,0.89486754,0.90481276,0.90632854,0.1458578,0.73402888,0.87832243,0.13977319,0.045859664,0.69769175,-6.7442769
-26.793219,0.99604763,0.88745175,3,7,0,27.257545,0.73827834,0.1875824,0.26172166,0.8124176,0.2436571,0.17526242,0.15915892,0.15548265,0.69088168,0.30472144,0.1903468,0.70352337,0.8453602,0.36229547,0.7563429,0.82473758,0.84084108,0.84451735,0.30911832,0.69527856,0.8096532,0.29647663,0.1546398,0.63770453,-6.7093002
-26.818718,0.94289242,0.88745175,3,7,0,27.397001,0.82981778,0.12726432,0.17018222,0.87273568,0.16317893,0.10089503,0.091416386,0.090019602,0.76742073,0.23144378,0.11192238,0.77431289,0.91060928,0.27838244,0.83682107,0.89910497,0.90858361,0.9099804,0.23257927,0.76855622,0.88807762,0.22568711,0.089390723,0.72161756,-6.8635698
-27.901868,0.86942769,0.88745175,2,3,0,29.31151,0.77016134,0.27397082,0.22983866,0.72602918,0.24045025,0.17198562,0.15609099,0.15251403,0.61362515,0.27529745,0.18039315,0.62494833,0.77454682,0.33100075,0.75954975,0.82801438,0.84390901,0.84748597,0.38637485,0.72470255,0.81960685,0.37505167,0.22545318,0.66899925,-7.0592962
-26.727935,1,0.88745175,2,3,0,28.019401,0.81977192,0.14303743,0.18022808,0.85696257,0.17376562,0.10972954,0.099287212,0.097639134,0.74619382,0.238659,0.12093834,0.75393892,0.89640973,0.28858421,0.82623438,0.89027046,0.90071279,0.90236087,0.25380618,0.761341,0.87906166,0.24606108,0.10359027,0.71141579,-6.8612155
-27.643875,0.80258746,0.88745175,2,3,0,29.046882,0.68856793,0.24069218,0.31143207,0.75930782,0.29085689,0.22635106,0.20812459,0.2031045,0.63802778,0.33861388,0.240326,0.65237161,0.78517925,0.39489886,0.70914311,0.77364894,0.79187541,0.7968955,0.36197222,0.66138612,0.759674,0.34762839,0.21482075,0.60510114,-6.6896409
-27.269783,0.9985129,0.88745175,3,7,0,27.834522,0.83323803,0.081363131,0.16676197,0.91863687,0.15364119,0.093183313,0.084571692,0.083383218,0.83662663,0.23974049,0.10631781,0.84215419,0.94725832,0.27736159,0.84635881,0.90681669,0.91542831,0.91661678,0.16337337,0.76025951,0.89368219,0.15784581,0.052741681,0.72263841,-6.8129996
-26.546385,0.96604689,0.88745175,1,3,0,27.817175,0.76308642,0.12822928,0.23691358,0.87177072,0.21368895,0.14564162,0.13172754,0.12897384,0.76341457,0.29422385,0.16313341,0.77397898,0.90283658,0.34649622,0.78631105,0.85435838,0.86827246,0.87102616,0.23658543,0.70577615,0.83686659,0.22602102,0.097163424,0.65350378,-6.6729535
-26.798986,0.97465771,0.88745175,2,7,0,26.806576,0.82874251,0.13708894,0.17125749,0.86291106,0.1655992,0.10288924,0.093190067,0.091737654,0.75421539,0.23064945,0.11355149,0.76134171,0.90235626,0.27895596,0.8344008,0.89711076,0.90680993,0.90826235,0.24578461,0.76935055,0.88644851,0.23865829,0.097643735,0.72104404,-6.8775569
-27.636184,0.93192631,0.88745175,3,7,0,27.835238,0.61855358,0.1469362,0.38144642,0.8530638,0.30898604,0.24733081,0.22885643,0.22344596,0.72858582,0.39294113,0.27357115,0.74479782,0.86225983,0.44814934,0.69101396,0.75266919,0.77114357,0.77655404,0.27141418,0.60705887,0.72642885,0.25520218,0.13774017,0.55185066,-6.3562575
-28.44298,0.96869414,0.88745175,2,3,0,28.958309,0.60906151,0.23614485,0.39093849,0.76385515,0.33853537,0.28300125,0.26491479,0.25912997,0.63580502,0.38896167,0.29986122,0.65123508,0.76685572,0.44122573,0.66146463,0.71699875,0.73508521,0.74087003,0.36419498,0.61103833,0.70013878,0.34876492,0.23314428,0.55877427,-6.4631462
-27.814925,1,0.88745175,3,7,0,28.44842,0.65988143,0.2349969,0.34011857,0.7650031,0.30776572,0.24589626,0.22742739,0.22203988,0.64111246,0.35804969,0.26140283,0.6561067,0.78305675,0.41345359,0.69223428,0.75410374,0.77257261,0.77796012,0.35888754,0.64195031,0.73859717,0.3438933,0.21694325,0.58654641,-6.5934842
-28.081459,0.94622724,0.88745175,1,1,0,28.256855,0.64192481,0.24061184,0.35807519,0.75938816,0.32043574,0.26094283,0.24249853,0.23689955,0.63504883,0.36938752,0.27657485,0.65020133,0.77255154,0.42346315,0.67956426,0.73905717,0.75750147,0.76310045,0.36495117,0.63061248,0.72342515,0.34979867,0.22744846,0.57653685,-6.5572602
-27.68882,1,0.88745175,1,1,0,28.123255,0.66295968,0.22748047,0.33704032,0.77251953,0.30376038,0.24121013,0.22277088,0.21746232,0.64786005,0.35622978,0.25721209,0.66288794,0.79113176,0.41218595,0.69623962,0.75878987,0.77722912,0.78253768,0.35213995,0.64377022,0.74278791,0.33711206,0.20886824,0.58781405,-6.5848869
